1,2,-3.85074e-23,
1.00003,2.00006,-0.000303274,
1.00004,2.00008,-0.000412035,
1.00005,2.00011,-0.000520796,
1.00006,2.00013,-0.000629557,
1.00007,2.00015,-0.000738319,
1.00008,2.00017,-0.00084708,
1.00009,2.0002,-0.000955841,
1.0002,2.00046,-0.00223823,
1.00022,2.00051,-0.00249589,
1.00024,2.00057,-0.00275355,
1.00027,2.00062,-0.0030112,
1.00029,2.00068,-0.00326886,
1.00031,2.00073,-0.00352652,
1.00033,2.00078,-0.00378418,
1.00036,2.00084,-0.00404184,
1.00038,2.00089,-0.0042995,
1.0004,2.00095,-0.00455715,
1.00042,2.001,-0.00481481,
1.00044,2.00105,-0.00507247,
1.00047,2.00111,-0.00533013,
1.00049,2.00116,-0.00558779,
1.00051,2.00122,-0.00584545,
1.00053,2.00127,-0.00610311,
1.00056,2.00132,-0.00636076,
1.00058,2.00138,-0.00661842,
1.0006,2.00143,-0.00687608,
1.00087,2.00209,-0.00999437,
1.00091,2.00219,-0.0104659,
1.00095,2.00229,-0.0109375,
1.00099,2.00239,-0.0114091,
1.00103,2.00249,-0.0118806,
1.00107,2.00259,-0.0123522,
1.00111,2.0027,-0.0128238,
1.00115,2.0028,-0.0132953,
1.00119,2.0029,-0.0137669,
1.00123,2.003,-0.0142385,
1.00127,2.0031,-0.0147101,
1.00131,2.0032,-0.0151816,
1.00135,2.0033,-0.0156532,
1.00139,2.0034,-0.0161248,
1.00144,2.0035,-0.0165963,
1.00148,2.00361,-0.0170679,
1.00152,2.00371,-0.0175395,
1.00156,2.00381,-0.018011,
1.0016,2.00391,-0.0184826,
1.00164,2.00401,-0.0189542,
1.00168,2.00411,-0.0194257,
1.00172,2.00421,-0.0198973,
1.00176,2.00431,-0.0203689,
1.0018,2.00441,-0.0208404,
1.00184,2.00452,-0.021312,
1.00188,2.00462,-0.0217836,
1.00192,2.00472,-0.0222551,
1.00196,2.00482,-0.0227267,
1.00241,2.00597,-0.0280709,
1.00248,2.00613,-0.0287729,
1.00255,2.0063,-0.0294748,
1.00261,2.00646,-0.0301768,
1.00268,2.00663,-0.0308788,
1.00274,2.00679,-0.0315807,
1.00281,2.00696,-0.0322827,
1.00288,2.00712,-0.0329847,
1.00294,2.00729,-0.0336866,
1.00301,2.00745,-0.0343886,
1.00308,2.00762,-0.0350906,
1.00314,2.00778,-0.0357925,
1.00321,2.00795,-0.0364945,
1.00327,2.00811,-0.0371965,
1.00334,2.00828,-0.0378984,
1.00341,2.00844,-0.0386004,
1.00347,2.00861,-0.0393024,
1.00354,2.00877,-0.0400043,
1.0036,2.00894,-0.0407063,
1.00367,2.0091,-0.0414083,
1.00374,2.00927,-0.0421102,
1.0038,2.00943,-0.0428122,
1.00387,2.0096,-0.0435142,
1.00394,2.00977,-0.0442161,
1.004,2.00993,-0.0449181,
1.00407,2.0101,-0.0456201,
1.00413,2.01026,-0.046322,
1.0042,2.01043,-0.047024,
1.00427,2.01059,-0.047726,
1.00433,2.01076,-0.048428,
1.0044,2.01092,-0.0491299,
1.00446,2.01109,-0.0498319,
1.00453,2.01125,-0.0505339,
1.0046,2.01142,-0.0512358,
1.00466,2.01158,-0.0519378,
1.00473,2.01175,-0.0526398,
1.0048,2.01191,-0.0533417,
1.00486,2.01208,-0.0540437,
1.00493,2.01224,-0.0547457,
1.00567,2.01409,-0.0625612,
1.00578,2.01434,-0.0633481,
1.00589,2.01459,-0.064135,
1.00599,2.01484,-0.0649219,
1.0061,2.01509,-0.0657087,
1.00621,2.01534,-0.0664956,
1.00632,2.01559,-0.0672825,
1.00643,2.01584,-0.0680694,
1.00654,2.01609,-0.0688563,
1.00665,2.01634,-0.0696432,
1.00676,2.01659,-0.0704301,
1.00686,2.01684,-0.071217,
1.00697,2.01709,-0.0720039,
1.00708,2.01734,-0.0727908,
1.00719,2.01759,-0.0735776,
1.0073,2.01784,-0.0743645,
1.00741,2.01809,-0.0751514,
1.00752,2.01834,-0.0759383,
1.00763,2.01859,-0.0767252,
1.00773,2.01884,-0.0775121,
1.00784,2.01909,-0.078299,
1.00795,2.01934,-0.0790859,
1.00806,2.01959,-0.0798728,
1.00817,2.01984,-0.0806597,
1.00828,2.02009,-0.0814465,
1.00839,2.02034,-0.0822334,
1.0085,2.02059,-0.0830203,
1.00861,2.02084,-0.0838072,
1.00871,2.02109,-0.0845941,
1.00882,2.02134,-0.085381,
1.00893,2.02159,-0.0861679,
1.00904,2.02184,-0.0869548,
1.00915,2.02209,-0.0877417,
1.00926,2.02234,-0.0885286,
1.00937,2.02259,-0.0893154,
1.00948,2.02284,-0.0901023,
1.00958,2.02309,-0.0908892,
1.00969,2.02334,-0.0916761,
1.0098,2.02359,-0.092463,
1.00991,2.02384,-0.0932499,
1.01002,2.02409,-0.0940368,
1.01013,2.02434,-0.0948237,
1.01024,2.02459,-0.0956106,
1.01035,2.02484,-0.0963975,
1.01045,2.02509,-0.0971843,
1.01056,2.02534,-0.0979712,
1.01067,2.02559,-0.0987581,
1.01078,2.02584,-0.099545,
1.01089,2.02609,-0.100332,
1.011,2.02634,-0.101119,
1.01224,2.02917,-0.109713,
1.01241,2.02952,-0.110497,
1.01258,2.02987,-0.111281,
1.01274,2.03022,-0.112064,
1.01291,2.03057,-0.112848,
1.01308,2.03092,-0.113632,
1.01325,2.03127,-0.114415,
1.01341,2.03162,-0.115199,
1.01358,2.03197,-0.115983,
1.01375,2.03232,-0.116767,
1.01392,2.03267,-0.11755,
1.01408,2.03302,-0.118334,
1.01425,2.03336,-0.119118,
1.01442,2.03371,-0.119901,
1.01458,2.03406,-0.120685,
1.01475,2.03441,-0.121469,
1.01492,2.03476,-0.122253,
1.01509,2.03511,-0.123036,
1.01525,2.03546,-0.12382,
1.01542,2.03581,-0.124604,
1.01559,2.03616,-0.125387,
1.01576,2.03651,-0.126171,
1.01592,2.03686,-0.126955,
1.01609,2.03721,-0.127738,
1.01626,2.03756,-0.128522,
1.01643,2.03791,-0.129306,
1.01659,2.03826,-0.13009,
1.01676,2.03861,-0.130873,
1.01693,2.03896,-0.131657,
1.01709,2.03931,-0.132441,
1.01726,2.03966,-0.133224,
1.01743,2.04001,-0.134008,
1.0176,2.04036,-0.134792,
1.01776,2.04071,-0.135576,
1.01793,2.04106,-0.136359,
1.0181,2.04141,-0.137143,
1.01827,2.04176,-0.137927,
1.01843,2.0421,-0.13871,
1.0186,2.04245,-0.139494,
1.01877,2.0428,-0.140278,
1.01894,2.04315,-0.141062,
1.0191,2.0435,-0.141845,
1.01927,2.04385,-0.142629,
1.01944,2.0442,-0.143413,
1.0196,2.04455,-0.144196,
1.01977,2.0449,-0.14498,
1.01994,2.04525,-0.145764,
1.02011,2.0456,-0.146548,
1.02027,2.04595,-0.147331,
1.02044,2.0463,-0.148115,
1.02061,2.04665,-0.148899,
1.02078,2.047,-0.149682,
1.02094,2.04735,-0.150466,
1.02111,2.0477,-0.15125,
1.02128,2.04805,-0.152033,
1.02145,2.0484,-0.152817,
1.02161,2.04875,-0.153601,
1.02178,2.0491,-0.154385,
1.02195,2.04945,-0.155168,
1.0238,2.05328,-0.163546,
1.02405,2.05374,-0.164332,
1.02429,2.0542,-0.165118,
1.02454,2.05466,-0.165904,
1.02478,2.05512,-0.16669,
1.02503,2.05558,-0.167476,
1.02527,2.05604,-0.168262,
1.02552,2.0565,-0.169048,
1.02576,2.05696,-0.169834,
1.02601,2.05742,-0.17062,
1.02625,2.05788,-0.171406,
1.0265,2.05834,-0.172191,
1.02674,2.0588,-0.172977,
1.02699,2.05926,-0.173763,
1.02723,2.05972,-0.174549,
1.02748,2.06018,-0.175335,
1.02772,2.06064,-0.176121,
1.02797,2.0611,-0.176907,
1.02821,2.06156,-0.177693,
1.02846,2.06202,-0.178479,
1.0287,2.06248,-0.179265,
1.02895,2.06294,-0.180051,
1.02919,2.0634,-0.180836,
1.02944,2.06386,-0.181622,
1.02968,2.06432,-0.182408,
1.02993,2.06478,-0.183194,
1.03017,2.06524,-0.18398,
1.03042,2.0657,-0.184766,
1.03066,2.06616,-0.185552,
1.03091,2.06662,-0.186338,
1.03115,2.06708,-0.187124,
1.0314,2.06754,-0.18791,
1.03164,2.068,-0.188696,
1.03189,2.06847,-0.189482,
1.03213,2.06893,-0.190267,
1.03238,2.06939,-0.191053,
1.03262,2.06985,-0.191839,
1.03287,2.07031,-0.192625,
1.03311,2.07077,-0.193411,
1.03336,2.07123,-0.194197,
1.0336,2.07169,-0.194983,
1.03385,2.07215,-0.195769,
1.03409,2.07261,-0.196555,
1.03434,2.07307,-0.197341,
1.03458,2.07353,-0.198127,
1.03483,2.07399,-0.198912,
1.03507,2.07445,-0.199698,
1.03532,2.07491,-0.200484,
1.03556,2.07537,-0.20127,
1.03581,2.07583,-0.202056,
1.03605,2.07629,-0.202842,
1.0363,2.07675,-0.203628,
1.03654,2.07721,-0.204414,
1.03679,2.07767,-0.2052,
1.03703,2.07813,-0.205986,
1.03728,2.07859,-0.206772,
1.03752,2.07905,-0.207558,
1.03777,2.07951,-0.208343,
1.03801,2.07997,-0.209129,
1.03826,2.08043,-0.209915,
1.0385,2.08089,-0.210701,
1.03875,2.08135,-0.211487,
1.03899,2.08181,-0.212273,
1.03924,2.08227,-0.213059,
1.03948,2.08273,-0.213845,
1.03973,2.08319,-0.214631,
1.03997,2.08365,-0.215417,
1.04022,2.08411,-0.216203,
1.04278,2.08892,-0.224385,
1.04312,2.08949,-0.22517,
1.04347,2.09007,-0.225956,
1.04381,2.09065,-0.226741,
1.04416,2.09123,-0.227527,
1.04451,2.09181,-0.228312,
1.04485,2.09239,-0.229098,
1.0452,2.09296,-0.229883,
1.04554,2.09354,-0.230669,
1.04589,2.09412,-0.231454,
1.04623,2.0947,-0.23224,
1.04658,2.09528,-0.233025,
1.04693,2.09586,-0.233811,
1.04727,2.09644,-0.234596,
1.04762,2.09701,-0.235382,
1.04796,2.09759,-0.236167,
1.04831,2.09817,-0.236953,
1.04866,2.09875,-0.237739,
1.049,2.09933,-0.238524,
1.04935,2.09991,-0.23931,
1.04969,2.10049,-0.240095,
1.05004,2.10106,-0.240881,
1.05038,2.10164,-0.241666,
1.05073,2.10222,-0.242452,
1.05108,2.1028,-0.243237,
1.05142,2.10338,-0.244023,
1.05177,2.10396,-0.244808,
1.05211,2.10453,-0.245594,
1.05246,2.10511,-0.246379,
1.05281,2.10569,-0.247165,
1.05315,2.10627,-0.24795,
