{1,3.805,0.785398},
{1.00005,3.80498,0.785437},
{1.00008,3.80498,0.785452},
{1.0001,3.80497,0.785467},
{1.00012,3.80497,0.785481},
{1.00014,3.80496,0.785496},
{1.00016,3.80496,0.785511},
{1.00039,3.80489,0.785667},
{1.00044,3.80488,0.785701},
{1.00049,3.80486,0.785735},
{1.00054,3.80485,0.785769},
{1.00059,3.80484,0.785803},
{1.00064,3.80482,0.785837},
{1.00069,3.80481,0.785871},
{1.00074,3.80479,0.785906},
{1.0008,3.80478,0.78594},
{1.00085,3.80476,0.785974},
{1.0009,3.80475,0.786008},
{1.00095,3.80474,0.786042},
{1.001,3.80472,0.786076},
{1.00105,3.80471,0.78611},
{1.0011,3.80469,0.786145},
{1.00115,3.80468,0.786179},
{1.00169,3.80453,0.786535},
{1.00178,3.8045,0.786594},
{1.00188,3.80448,0.786653},
{1.00197,3.80445,0.786713},
{1.00206,3.80443,0.786772},
{1.00216,3.8044,0.786831},
{1.00225,3.80438,0.78689},
{1.00234,3.80435,0.786949},
{1.00244,3.80432,0.787009},
{1.00253,3.8043,0.787068},
{1.00262,3.80427,0.787127},
{1.00272,3.80425,0.787186},
{1.00281,3.80422,0.787246},
{1.0029,3.80419,0.787305},
{1.003,3.80417,0.787364},
{1.00309,3.80414,0.787423},
{1.00318,3.80412,0.787483},
{1.00328,3.80409,0.787542},
{1.00337,3.80407,0.787601},
{1.00346,3.80404,0.78766},
{1.00356,3.80401,0.787719},
{1.00365,3.80399,0.787779},
{1.00374,3.80396,0.787838},
{1.00384,3.80394,0.787897},
{1.00477,3.80368,0.788487},
{1.00492,3.80364,0.788574},
{1.00506,3.8036,0.788661},
{1.00521,3.80356,0.788748},
{1.00536,3.80352,0.788835},
{1.0055,3.80348,0.788923},
{1.00565,3.80343,0.78901},
{1.0058,3.80339,0.789097},
{1.00595,3.80335,0.789184},
{1.00609,3.80331,0.789271},
{1.00624,3.80327,0.789358},
{1.00639,3.80323,0.789446},
{1.00654,3.80319,0.789533},
{1.00668,3.80315,0.78962},
{1.00683,3.80311,0.789707},
{1.00698,3.80307,0.789794},
{1.00712,3.80303,0.789881},
{1.00727,3.80299,0.789969},
{1.00742,3.80295,0.790056},
{1.00757,3.80291,0.790143},
{1.00771,3.80287,0.79023},
{1.00786,3.80283,0.790317},
{1.00801,3.80279,0.790404},
{1.00815,3.80275,0.790492},
{1.0083,3.80271,0.790579},
{1.00845,3.80267,0.790666},
{1.0086,3.80263,0.790753},
{1.00874,3.80258,0.79084},
{1.00889,3.80254,0.790928},
{1.00904,3.8025,0.791015},
{1.00919,3.80246,0.791102},
{1.00933,3.80242,0.791189},
{1.00948,3.80238,0.791276},
{1.01092,3.80199,0.792124},
{1.01113,3.80193,0.792239},
{1.01135,3.80187,0.792353},
{1.01156,3.80181,0.792468},
{1.01177,3.80176,0.792583},
{1.01198,3.8017,0.792697},
{1.01219,3.80164,0.792812},
{1.01241,3.80158,0.792927},
{1.01262,3.80153,0.793041},
{1.01283,3.80147,0.793156},
{1.01304,3.80141,0.793271},
{1.01326,3.80135,0.793385},
{1.01347,3.8013,0.7935},
{1.01368,3.80124,0.793615},
{1.01389,3.80118,0.793729},
{1.01411,3.80112,0.793844},
{1.01432,3.80107,0.793959},
{1.01453,3.80101,0.794073},
{1.01474,3.80095,0.794188},
{1.01495,3.80089,0.794302},
{1.01517,3.80083,0.794417},
{1.01538,3.80078,0.794532},
{1.01559,3.80072,0.794646},
{1.0158,3.80066,0.794761},
{1.01602,3.8006,0.794876},
{1.01623,3.80055,0.79499},
{1.01644,3.80049,0.795105},
{1.01665,3.80043,0.79522},
{1.01687,3.80037,0.795334},
